image_name,label_true,roberta_pred,roberta_prob
img/08291.png,1,0,0.37230626
img/46971.png,1,0,0.012191152
img/03745.png,1,1,0.62211925
img/83745.png,1,0,0.0921621
img/80243.png,1,1,0.5856816
img/05279.png,1,0,0.47996476
img/01796.png,1,0,0.10773767
img/53046.png,1,0,0.14451323
img/82301.png,1,0,0.02964135
img/31752.png,1,0,0.17784882
img/27635.png,1,0,0.29733062
img/80597.png,1,0,0.33088306
img/45368.png,1,0,0.037634462
img/17963.png,1,1,0.8820568
img/53968.png,1,0,0.3114988
img/10749.png,1,0,0.2551074
img/25149.png,1,0,0.14225848
img/87520.png,1,1,0.8239804
img/89071.png,1,1,0.70721996
img/09563.png,1,0,0.35472554
img/72048.png,1,0,0.09437933
img/49826.png,1,1,0.54113144
img/26453.png,1,0,0.32263407
img/12650.png,1,1,0.6244482
img/02568.png,1,0,0.24667796
img/83954.png,1,0,0.039389305
img/24316.png,1,0,0.20269154
img/62035.png,1,0,0.0076102144
img/65342.png,1,0,0.14222018
img/92058.png,1,0,0.3612333
img/58672.png,1,0,0.38121524
img/54069.png,1,0,0.2698893
img/91586.png,1,0,0.19062391
img/87130.png,1,0,0.4359235
img/95640.png,1,0,0.16200978
img/47819.png,1,0,0.09459046
img/59140.png,1,0,0.19958365
img/13647.png,1,0,0.1486854
img/65832.png,1,0,0.1783218
img/57621.png,1,1,0.79339796
img/40982.png,1,0,0.23313418
img/43275.png,1,0,0.087974146
img/12973.png,1,1,0.50863427
img/74350.png,1,1,0.73080105
img/02478.png,1,1,0.9508569
img/51607.png,1,1,0.5081666
img/65403.png,1,0,0.32877302
img/29750.png,1,0,0.29215854
img/26547.png,1,1,0.5725491
img/02143.png,1,0,0.48941597
img/68192.png,1,0,0.1350111
img/52603.png,1,0,0.22724538
img/05349.png,0,1,0.5958484
img/06491.png,1,1,0.5356462
img/74013.png,1,0,0.32315737
img/27485.png,1,1,0.7071089
img/13026.png,1,0,0.42461804
img/17265.png,0,0,0.17733659
img/91405.png,0,0,0.49726808
img/14026.png,1,1,0.919245
img/18945.png,1,0,0.2698893
img/83920.png,1,0,0.41336703
img/83497.png,0,0,0.064530656
img/04569.png,0,0,0.16593295
img/39607.png,1,0,0.28493133
img/09715.png,1,1,0.6429892
img/01925.png,1,0,0.2903835
