image_name,label_true,roberta_pred,roberta_prob
jyxHhiB.png,1,0,0.41119945
we4hhWi.png,1,1,0.50624144
TpIZoZr.png,1,1,0.5017552
h6Pkqkr.png,0,0,0.22104229
94anjQG.png,0,0,0.3877483
rOvVkF1.png,0,0,0.28026673
odYglAk.png,0,0,0.27153945
D40IF3q.png,0,0,0.472036
CvOg2va.png,0,0,0.29277968
4q1tono.png,0,0,0.41780317
tMzNcad.png,0,0,0.3098407
CdPJdPnVIAQqX9G.jpg,0,0,0.4625153
0N5ZKcH.png,0,1,0.5139211
8Djb33H.png,0,1,0.51814103
Y85uWnm.png,1,0,0.42484328
12XLnzK.png,1,0,0.30891964
se7MJYj.png,0,1,0.5742567
h92g9FL.png,0,0,0.49979556
4j4jraI.png,1,0,0.33929056
DDWmGxP.png,1,0,0.44257855
qfYlr30.png,1,1,0.6370995
VoNgxAD.png,0,0,0.2557731
aKBYqSs.png,0,0,0.355031
MQqsZvW.png,1,0,0.30633888
s1qivuu.png,0,0,0.37535268
xlV0M7Q.png,1,0,0.30919436
BkZ356ICIAAEHId.jpg,1,1,0.6827787
7P6yB0D.png,0,1,0.5277009
gZWRvf8.png,1,0,0.34530044
JYTlRZK.png,0,0,0.3532965
88B7ag2.png,0,0,0.24978617
qHkGmLt.png,1,0,0.35791728
taecqiR.png,1,1,0.53073573
meTteYg.png,0,0,0.21287051
R2jWn36.png,0,0,0.28380147
TL8WSKV.png,0,1,0.74453026
ezoih5p.png,0,0,0.42800343
so4V8X7.png,0,0,0.23447812
rZGXxM4.png,1,0,0.42760342
873SgEx.png,0,0,0.27724513
DAJu7lB.png,0,0,0.29340526
CsdehGlWgAAv2HI.jpg,1,0,0.2790571
7rNwjnv.png,0,0,0.3950584
TOuTChz.png,0,0,0.42307633
zPT9dFf.png,0,0,0.3751402
9HHSnfe.png,1,0,0.33321318
lJVnWF2.png,1,0,0.44939968
xLXvr9t.png,0,0,0.2879352
TFRcH6Q.png,0,0,0.3432136
v2dOGRp.png,1,1,0.57190937
VlcI2AV.png,0,0,0.26975802
DLr1Uo7.png,0,0,0.24252088
ZwFfyVJ.png,1,0,0.34530583
27S1feu.png,0,1,0.7286119
wgVTz9g.png,0,0,0.35387933
BWopGu8.png,0,1,0.7161699
CjZPiloXAAA1v_W.jpg,0,0,0.25676993
B_LgxAvVIAA_lu8.jpg,1,0,0.4923441
Cc8PZCkXIAAmG0f.jpg,0,0,0.33002427
gdHUw8d.png,1,0,0.28727034
4ZKsrX3.png,1,0,0.33646834
BXs0Wy8.png,1,0,0.3613533
4jYyIBw.png,0,0,0.31138337
JbWv3sM.png,1,1,0.5036237
XtxfPFR.png,1,0,0.3143799
1BeUIMs.png,1,0,0.48526695
ruSN6zI.png,1,1,0.56853396
k6x2h2d.png,1,0,0.33036813
WSy7NGq.png,0,1,0.60017174
7lqO9Qr.png,1,0,0.35289612
T9pQAFP.png,0,1,0.8490541
CjRhYGU.png,0,0,0.44831422
5NWPOQp.png,0,0,0.48353904
FYijK60.png,0,0,0.3676273
CcsU2lQUEAEoeuW.jpg,0,0,0.20859653
tcXzxyV.png,0,0,0.2678908
u9FeEuE.png,1,0,0.49831328
pgVlfQb.png,0,0,0.25197637
WvnX54P.png,0,0,0.4063829
x76JHsa.png,1,0,0.450562
yHg7DkU.png,1,0,0.26309362
Hf65xSJ.png,1,1,0.7409775
t4xWpee.png,0,0,0.39650127
6r16i0p.png,1,1,0.5132566
QNB8H2s.png,0,0,0.4482725
5W8eGmw.png,1,0,0.28079355
Nyo6x2Y.png,1,0,0.4714672
5hN4XOF.png,0,0,0.32397676
nEE5sjy.png,0,0,0.37278956
OH0Nuxb.png,1,1,0.52916944
hoApJnq.png,1,0,0.28245226
M6wyDw8.png,0,0,0.33041245
rklsz23.png,1,0,0.34821627
43LJZG9.png,0,0,0.26850706
mHAg22Y.png,1,1,0.78141177
pEPz8iF.png,0,0,0.32138127
nnEBoVw.png,0,0,0.37008432
CaqKlOXWIAAvy8L.jpg,0,0,0.28149155
hLMgzsp.png,1,0,0.30497405
zvdzU3y.png,0,0,0.33396465
CbYe-4SW8AAmvbJ.jpg,0,0,0.31459525
NwQNeBd.png,1,0,0.49868947
mZvaiMI.png,0,0,0.32558575
Ktvna1u.png,0,0,0.26075637
