image_name,true_label,PRED_NLP,roberta_prob,PRED_CLIP,PRED_MEME,text
img/08291.png,1,0,0.008776763,0,1,white people is this a shooting range
img/46971.png,1,0,0.0012479645,0,1,bravery at its finest
img/03745.png,1,0,0.0036316172,1,1,your order comes to $37.50 and your white privilege discount brings the total to $37.50
img/83745.png,1,1,0.99732995,0,0,it is time.. to send these parasites back to the desert
img/80243.png,1,0,0.008929942,0,1,mississippi wind chime
img/05279.png,1,0,0.004519921,0,1,"knowing white people , that's probably the baby father"
img/01796.png,1,0,0.0017717361,1,1,life hack #23 how to get stoned with no weed
img/53046.png,1,0,0.0022394944,0,1,"you've heard of elf on a shelf, now get ready for"
img/82301.png,1,0,0.0012939256,0,1,cooooooooooooon!!!!
img/31752.png,1,0,0.0030257516,0,1,when you get to choose your own mental illness
img/27635.png,1,1,0.9597527,1,1,dat ass ahmarbkrich*d
img/80597.png,1,1,0.9914588,1,1,look! it says it right here! we can fuck goats!
img/45368.png,1,0,0.03577667,1,0,enough is enough children are more important than freaks
img/17963.png,1,0,0.0034557756,0,0,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit
img/53968.png,1,0,0.0018252409,0,1,when you have an 80 point iq but it's the highest in your village
img/10749.png,1,0,0.002753902,0,1,my sense of humor is so dark it picks cotton
img/25149.png,1,0,0.0026355868,1,1,if this offends you you might be lack toes intolerant
img/87520.png,1,0,0.38647124,0,0,"yes, we know trump said ""mexico will pay for the wall"" but now mexicans are the wall. that boy good!!!!"
img/89071.png,1,1,0.99360317,1,1,they don't wash their ass with water and they eat their daughters' ass
img/09563.png,1,0,0.0017520072,1,1,safe sex isis style
img/72048.png,1,0,0.0015547158,0,1,hurry up barack will be home soon
img/49826.png,1,0,0.0029395283,0,1,white people on cinco de mayo vs. every other day
img/26453.png,1,0,0.0047666463,1,1,"a ww2 jewish prisoner trying to escape the auchschwitz showers (1943, colorized) wwii jew escaping hitler's rath"
img/12650.png,1,0,0.009971738,1,1,which one has tranny problems?
img/02568.png,1,0,0.015334589,0,0,whatsthe difference between heroin and i? cops think twice before shooting heroin
img/83954.png,1,0,0.013610729,1,0,head teachers given the power to ban the burqa in british schools share if you want a full ban in britain!
img/24316.png,1,0,0.008461967,1,1,sharks don't attack him why? they think it's whale shit
img/62035.png,1,0,0.0014042312,0,1,thank god my ass needed a break
img/65342.png,1,0,0.0070446874,1,1,"barn army enlist, and bomb ant hills ""grab your pitchfork and meet at the barn"""
img/92058.png,1,0,0.0025890924,1,1,how black people became christians
img/58672.png,1,1,0.996488,1,1,did you know that the chinese eat dogs savages disgusting
img/54069.png,1,0,0.00185981,1,1,when you decide to go full gas
img/91586.png,1,0,0.0015953258,0,1,left the kitchen too many times
img/87130.png,1,0,0.0032722435,0,1,finally finding the right tutorial you need indian accent
img/95640.png,1,0,0.006969473,0,1,syrian rape survivor speaks out
img/47819.png,1,0,0.0049634743,0,1,"oh, addiction isn't a disease because it started with a choice?? tell me more about how the chlamydia in your crotch isn't a disease, yet it started with a choice"
img/59140.png,1,0,0.006456368,1,1,wanna go masturbate? fuck yeah! masturbating!
img/13647.png,1,1,0.68677664,1,1,she said girls run the world... so i told her get back in the kitchen
img/65832.png,1,0,0.0030118823,0,1,why love one but eat the other ? i don't get it
img/57621.png,1,0,0.015315003,0,1,if this gets 1k likes i'll post to islam how we see muslims how muslims see us
img/40982.png,1,0,0.0023376124,0,1,and just like that... this sandwich maker doubles as ironing board
img/43275.png,1,0,0.009295593,0,1,my husband is always pushing me around... and talking behind my back
img/12973.png,1,0,0.0039512296,0,1,someone added to much soap to the dishwasher again
img/74350.png,1,0,0.0034954452,1,1,a head diaper is required when you have shit for brains
img/02478.png,1,1,0.99581015,1,1,must..resist...urge to.. kill whitey.
img/51607.png,1,0,0.0044378713,1,0,49 people were killed at christchurch muslim 49 people were killed at christchurch mosques muslim
img/65403.png,1,0,0.0037890247,0,0,money is evil give it to us
img/29750.png,1,0,0.0029969993,0,1,this cat is getting raped tonight
img/26547.png,1,0,0.0019244618,0,1,that's the way allah allah i like it
img/02143.png,1,0,0.11430398,1,1,"doesnt have food, water, electricity proud of nuclear weapons"
img/68192.png,1,0,0.0038027593,1,1,scientist are working hard to cure them all
img/52603.png,1,0,0.00522428,0,1,feeling kinda cute might steal your shit later.. idk
img/05349.png,0,1,0.91838646,1,1,normal day in a islamic country
img/06491.png,1,0,0.008617267,1,1,tranny for sale
img/74013.png,1,0,0.0017700039,1,1,"nurse: yes sir, we are having mashed potatoes today alzheimer's patient: i don't remember asking you a god damn thing"
img/27485.png,1,0,0.001213418,0,1,thats the way allah allah i like it!!!
img/13026.png,1,1,0.93725336,1,1,under the name of multiculturalism we let terrorist into this country
img/17265.png,0,0,0.0075079654,0,1,meanwhile in baltimore
img/91405.png,0,0,0.025595188,1,0,wears rag on her head so her brother husband doesnt want to molest her
img/14026.png,1,1,0.97758526,0,1,told girlfriend that mom is deaf so speak loud and slow told mom that girlfriend is retarded
img/18945.png,1,0,0.00185981,0,1,when you decide to go full gas
img/83920.png,1,0,0.003513072,0,0,"just under 17 and a half years ago, 19 people were allowed into the us who should not have been all these years later, we are told that the answer to safety is to allow everyone in"
img/83497.png,0,0,0.0036158243,1,1,different types of radicalization
img/04569.png,0,0,0.0008722794,0,1,when is the time to eat i am hungry
img/39607.png,1,0,0.039711982,0,1,those stupid basterds thought it was a real shower
img/09715.png,1,0,0.0031318215,0,1,i started a business that sells landmines disguised as prayer mats.. ..prophets are going through the roof
img/01925.png,1,0,0.005734429,1,1,i am not racist i just don't like brown sugar
img/94813.png,0,0,0.001213418,0,0,thats the way allah allah i like it!!!
img/29437.png,1,0,0.0015615212,0,1,what can happen if you eat wheaties for 38 years
img/95038.png,0,1,0.5821623,0,1,when you take these pics we think about cumming in your mouth
img/64891.png,1,0,0.37355956,1,1,lebanon: before muslims after muslims but don't worry! after islam takes over there'll be a golden age.. apparently
img/63280.png,1,1,0.9718375,1,0,so you're never going to forgive the germans because of the holocaust? same
img/17682.png,1,1,0.99553937,0,1,give them what they deserve kill them all
img/84510.png,1,0,0.001846358,1,1,bartender: how about a nice 12 yr old? him: boy or girl?
img/28690.png,0,0,0.007558424,0,1,if you're gonna talk shit about someone... you better make sure they aren't crazier than you are
img/03567.png,1,0,0.0012514772,0,0,potato is my favorite color of the alphabet
img/95830.png,1,0,0.26873165,0,0,face of terrorism in us
img/29873.png,1,1,0.99360967,0,0,who knew that this country is full of white trash
img/70953.png,1,0,0.0017997759,1,1,"""god's chosen people"" according to the book they wrote"
img/56124.png,0,0,0.0038309856,0,1,how to cook turkey in usa how to cook turkey in romania
img/10386.png,1,0,0.007820875,0,1,the book about terrorism
img/19530.png,1,0,0.0063739503,1,1,they shot the wrong gorilla
img/94185.png,1,0,0.0024800934,1,1,how a black woman can fight crime
img/48370.png,1,0,0.017098816,1,1,72 virgins are ready to get fucked up
img/74058.png,0,0,0.0018179761,1,0,he made millions of children homeless
img/45062.png,0,0,0.0065108077,0,1,me and my kids are going to rob this country blind at the expense of the very people that voted for me. and they're going to love it. believe me! bigly!
img/94170.png,0,0,0.00185981,0,1,when you decide to go full gas
img/04538.png,0,0,0.0013684011,0,0,"bows here, bows there, bows everywhere"
img/83946.png,1,0,0.013720391,1,1,when a white kid shoots up the school the same day you planned to bomb it
img/68127.png,0,0,0.0020154822,0,0,all you guys think about is dope
img/97453.png,0,0,0.0012514772,0,1,potato is my favorite color of the alphabet
img/39578.png,1,0,0.008675576,0,1,one of the bullets they dug out of a victim from the orland gay night club shooting!
img/49360.png,0,0,0.0013199534,1,1,who wants ice cream me me me
img/87034.png,0,0,0.0018577299,0,0,you don't need a parachute to go skydiving twice you need a parachute to go skydiving twice
img/06123.png,1,0,0.002151933,0,1,a group of men
img/17028.png,1,0,0.003322649,0,0,"feeling bored, let's go to a mosque"
img/42903.png,0,0,0.039711982,0,1,those stupid basterds thought it was a real shower
img/71680.png,1,0,0.024864541,1,1,muslim strip club
img/24135.png,0,0,0.016713621,0,1,good night keep your butthole tight
img/32875.png,0,0,0.004339425,0,1,if he wears number one he's most likely the fastes on the team
img/79085.png,1,0,0.0009444756,0,0,today we are making vegetable soup
img/61872.png,1,0,0.0022982745,0,1,don't be a fool it is a bomb
img/30579.png,0,0,0.011983265,0,0,white power!
img/62504.png,0,0,0.03951434,0,1,we've taken this country! now fuck off! we're taking it back!
img/43810.png,1,0,0.0038309856,0,1,how to cook turkey in usa how to cook turkey in romania
img/19730.png,1,0,0.0013801095,0,0,jamal is practicing for class sport
img/37420.png,0,0,0.1662676,0,0,like lebanon terrorism can destroy a beautiful country
img/82509.png,0,0,0.017098816,0,0,72 virgins are ready to get fucked up
img/96284.png,1,0,0.001986734,0,0,welcome to melbourne
img/97068.png,1,0,0.0049316427,1,0,these hitler jokes are rude anne frankly i don't care
img/03214.png,0,0,0.001846358,0,1,bartender: how about a nice 12 yr old? him: boy or girl?
img/23810.png,1,0,0.0021505572,0,1,these aren't people
img/91836.png,1,0,0.0126924245,0,1,one of my 5 boyfriends slept with another girl i'll never trust men again!
img/05126.png,1,0,0.0024131911,1,1,can you smell what the reich is cooking
img/76092.png,0,0,0.018978028,0,1,everybody is afraid of gangs
img/64072.png,1,0,0.054126084,0,1,trump said immigrants come here to steal your wife is a great example she stole my speech
img/91058.png,1,0,0.29187846,1,1,get in loser we're invading poland
img/21643.png,0,0,0.0028297876,0,1,haha pig man is peeing standing up
img/19523.png,0,0,0.02685856,0,0,they see them rollin.... they hating..
img/32691.png,1,0,0.0026418965,0,0,this is how muslims celebrate new year
img/87169.png,1,0,0.047394283,0,1,albanians talking photo with a porn star
img/92738.png,1,0,0.0014289436,0,1,"they are the best in basketball because they can steal, shoot and run"
img/53027.png,0,0,0.0012047477,0,1,putting bows on your pet
img/27195.png,0,0,0.0018077942,0,1,there's a reason we keep the beer in the bottom of the cooler
img/43910.png,1,0,0.0021764776,0,0,i just started a company selling landmines that look like prayer mats prophets are going through the roof
img/05213.png,0,0,0.1445793,1,1,the families of the hillsborough tragedy were denied legal aid.... but shamima begum gets it to fight for her uk citizenship our system is a sick joke! - martin costello
img/73945.png,0,0,0.00666684,0,1,jamal is holding a gun
img/56207.png,1,0,0.0010888749,0,1,we broke up but she said we could still be cousins
img/68459.png,1,0,0.0015426759,0,1,family trip in mexico
img/63175.png,0,1,0.9888144,1,1,"if i was uncircumcised i'd hide candy in my dick skin so when a girl about to suck me up, she has a pleasant surprise.. oh my god, skittles"
img/82945.png,0,0,0.024373695,0,1,be careful who you call ugly in highschool
